heading;content;id
Pursuant to rule 90 of the Committee's rules of procedure, Committee member Mr. Lazhari Bouzid did not participate in the consideration of the communication.";https://juris.ohchr.org/Search/Details/1352
Issues;admissibility - exhaustion of domestic remediescruel, inhuman or degrading treatment or punishmenteffective remedyhuman dignityliberty of personprivacyrecognition as a person before the lawright to lifesecurity of person;https://juris.ohchr.org/Search/Details/1352
Articles;CCPR-10-1CCPR-16CCPR-17CCPR-2-3CCPR-6-1CCPR-7CCPR-9-1CCPR-9-2CCPR-9-3CCPR-9-4CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1352
Committee;CCPR;https://juris.ohchr.org/Search/Details/1353
Communication number(s);1912/2009,;https://juris.ohchr.org/Search/Details/1353
Author;Ganesaratnam Thuraisamy;https://juris.ohchr.org/Search/Details/1353
Display name;Thuraisamy;https://juris.ohchr.org/Search/Details/1353
Victim;Ganesaratnam Thuraisamy;https://juris.ohchr.org/Search/Details/1353
Countries;Canada;https://juris.ohchr.org/Search/Details/1353
Date of admissibility;;https://juris.ohchr.org/Search/Details/1353
Submission date;28 Oct 2009;https://juris.ohchr.org/Search/Details/1353
Date of adoption of the Views;31 Oct 2012;https://juris.ohchr.org/Search/Details/1353
Session No;106;https://juris.ohchr.org/Search/Details/1353
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1353
Comment;The text of an individual (dissenting) opinion by Mr. Krister Thelin is attached to these views.;https://juris.ohchr.org/Search/Details/1353
Issues;;https://juris.ohchr.org/Search/Details/1353
Articles;;https://juris.ohchr.org/Search/Details/1353
Committee;CCPR;https://juris.ohchr.org/Search/Details/1354
Communication number(s);1172/2003,;https://juris.ohchr.org/Search/Details/1354
Author;Salim Abbassi;https://juris.ohchr.org/Search/Details/1354
Display name;Abbassi;https://juris.ohchr.org/Search/Details/1354
Victim;Abbassi Madani;https://juris.ohchr.org/Search/Details/1354
Countries;Algeria;https://juris.ohchr.org/Search/Details/1354
Date of admissibility;28 Mar 2007;https://juris.ohchr.org/Search/Details/1354
Submission date;31 Mar 2003;https://juris.ohchr.org/Search/Details/1354
Date of adoption of the Views;28 Mar 2007;https://juris.ohchr.org/Search/Details/1354
Session No;89;https://juris.ohchr.org/Search/Details/1354
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1354
Comment;Individual opinions signed by Committee members Mr. Abdelfattah Amor and Mr. Ahmed Tawfik Khalil are appended to the Views;https://juris.ohchr.org/Search/Details/1354
Issues;accused persons / convicted personsarbitrary arrest - detentioncompetent, independent and impartial tribunalfair trialfair trial - undue delayfreedom of expressionfreedom of movementfreedom of thought, conscience or religionindividual communications procedureliberty of personpre-trial detentionpromptly brought before a judge;https://juris.ohchr.org/Search/Details/1354
Articles;CCPR-12-1CCPR-14-1CCPR-19-1CCPR-19-2CCPR-9-1CCPR-9-3CCPR-9-4CCPR-OP-2;https://juris.ohchr.org/Search/Details/1354
Committee;CCPR;https://juris.ohchr.org/Search/Details/1355
Communication number(s);1296/2004,;https://juris.ohchr.org/Search/Details/1355
Author;Aleksander Belyatsky et al.;https://juris.ohchr.org/Search/Details/1355
Display name;Aleksander Belyatsky et al.;https://juris.ohchr.org/Search/Details/1355
Victim;Aleksander Belyatsky et al.;https://juris.ohchr.org/Search/Details/1355
Countries;Belarus;https://juris.ohchr.org/Search/Details/1355
Date of admissibility;24 Jul 2007;https://juris.ohchr.org/Search/Details/1355
Submission date;08 Apr 2004;https://juris.ohchr.org/Search/Details/1355
Date of adoption of the Views;24 Jul 2007;https://juris.ohchr.org/Search/Details/1355
Session No;90;https://juris.ohchr.org/Search/Details/1355
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1355
Comment;;https://juris.ohchr.org/Search/Details/1355
Issues;discriminationdiscrimination on the ground of political or other opinionequality before the courts and tribunalsfreedom of associationlimitations of rightsnational securitynecessary in a democratic society;https://juris.ohchr.org/Search/Details/1355
Articles;CCPR-14-1CCPR-22-1CCPR-22-2CCPR-26CCPR-OP-2;https://juris.ohchr.org/Search/Details/1355
Committee;CCPR;https://juris.ohchr.org/Search/Details/1356
Communication number(s);1161/2003,;https://juris.ohchr.org/Search/Details/1356
Author;Dimitry Kharkhal;https://juris.ohchr.org/Search/Details/1356
Display name;Kharkhal;https://juris.ohchr.org/Search/Details/1356
Victim;Dimitry Kharkhal;https://juris.ohchr.org/Search/Details/1356
Countries;Belarus;https://juris.ohchr.org/Search/Details/1356
Date of admissibility;31 Oct 2007;https://juris.ohchr.org/Search/Details/1356
Submission date;06 Feb 2003;https://juris.ohchr.org/Search/Details/1356
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1356
Session No;91;https://juris.ohchr.org/Search/Details/1356
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1356
Comment;;https://juris.ohchr.org/Search/Details/1356
Issues;admissibility - exhaustion of domestic remediesadmissibility - same matter death penaltyfamily rightsright to appealright to life;https://juris.ohchr.org/Search/Details/1356
Articles;CCPR-14-5CCPR-17-1CCPR-6-1CCPR-6-2CCPR-OP-2CCPR-OP-5-2-aCCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1356
Committee;CCPR;https://juris.ohchr.org/Search/Details/1357
Communication number(s);1031/2001,;https://juris.ohchr.org/Search/Details/1357
Author;Amaranada Banda Weerasinghe;https://juris.ohchr.org/Search/Details/1357
Display name;Banda Weerasinghe;https://juris.ohchr.org/Search/Details/1357
Victim;Amaranada Banda Weerasinghe;https://juris.ohchr.org/Search/Details/1357
Countries;Sri Lanka;https://juris.ohchr.org/Search/Details/1357
Date of admissibility;31 Oct 2007;https://juris.ohchr.org/Search/Details/1357
Submission date;18 Jan 2001;https://juris.ohchr.org/Search/Details/1357
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1357
Session No;91;https://juris.ohchr.org/Search/Details/1357
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1357
Comment;;https://juris.ohchr.org/Search/Details/1357
Issues;fair trial;https://juris.ohchr.org/Search/Details/1357
Articles;CCPR-14-1CCPR-OP-2;https://juris.ohchr.org/Search/Details/1357
Committee;CCPR;https://juris.ohchr.org/Search/Details/1358
Communication number(s);1150/2003,;https://juris.ohchr.org/Search/Details/1358
Author;Roza Uteeva;https://juris.ohchr.org/Search/Details/1358
Display name;Uteeva;https://juris.ohchr.org/Search/Details/1358
Victim;Azamat Uteev (author's brother, deceased);https://juris.ohchr.org/Search/Details/1358
Countries;Uzbekistan;https://juris.ohchr.org/Search/Details/1358
Date of admissibility;26 Oct 2007;https://juris.ohchr.org/Search/Details/1358
Submission date;07 Jan 2003;https://juris.ohchr.org/Search/Details/1358
Date of adoption of the Views;26 Oct 2007;https://juris.ohchr.org/Search/Details/1358
Session No;91;https://juris.ohchr.org/Search/Details/1358
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1358
Comment;Under rule 92 of its rules of procedure, the Committee requested the State party not to carry out the author's brother's execution while his case was under examination.;https://juris.ohchr.org/Search/Details/1358
Issues;accused persons / convicted personscruel, inhuman or degrading treatment or punishmentfair trialforced confessionhuman dignityindividual communications procedure, violation of procedureinterim measuresliberty of personpresumption of innocencerecognition as a person before the lawtorture;https://juris.ohchr.org/Search/Details/1358
Articles;CCPR-10-1CCPR-14-1CCPR-14-2CCPR-14-3-gCCPR-16CCPR-6-2CCPR-7CCPR-9-1CCPR-OPCCPR-OP-2;https://juris.ohchr.org/Search/Details/1358
Committee;CCPR;https://juris.ohchr.org/Search/Details/1359
Communication number(s);1186/2003,;https://juris.ohchr.org/Search/Details/1359
Author;Dorothy Kakem Titiahonjo;https://juris.ohchr.org/Search/Details/1359
Display name;Titiahonjo;https://juris.ohchr.org/Search/Details/1359
Victim;Mathew Titiahonjo (deceased, author's husband) and Dorothy Kakem Titiahonjo;https://juris.ohchr.org/Search/Details/1359
Countries;Cameroon;https://juris.ohchr.org/Search/Details/1359
Date of admissibility;26 Oct 2007;https://juris.ohchr.org/Search/Details/1359
Submission date;31 Jul 2002;https://juris.ohchr.org/Search/Details/1359
Date of adoption of the Views;26 Oct 2007;https://juris.ohchr.org/Search/Details/1359
Session No;91;https://juris.ohchr.org/Search/Details/1359
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1359
Comment;;https://juris.ohchr.org/Search/Details/1359
Issues;admissibility - exhaustion of domestic remediesarbitrary arrest - detentioncriminal chargescruel, inhuman or degrading treatment or punishmentfair trialfreedom of associationfreedom of expressionfreedom of thought, conscience or religionliberty of personminoritiespre-trial detentionpromptly brought before a judgeright to life;https://juris.ohchr.org/Search/Details/1359
Articles;CCPR-19-1CCPR-19-2CCPR-22CCPR-27CCPR-6-1CCPR-7CCPR-9-1CCPR-9-2CCPR-9-3CCPR-9-4CCPR-OP-2CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1359
Committee;CCPR;https://juris.ohchr.org/Search/Details/1360
Communication number(s);1426/2005,;https://juris.ohchr.org/Search/Details/1360
Author;Raththinde Katupollande Gedara Dingiri Banda;https://juris.ohchr.org/Search/Details/1360
Display name;Dingiri Banda;https://juris.ohchr.org/Search/Details/1360
Victim;Raththinde Katupollande Gedara Dingiri Banda;https://juris.ohchr.org/Search/Details/1360
Countries;Sri Lanka;https://juris.ohchr.org/Search/Details/1360
Date of admissibility;26 Oct 2007;https://juris.ohchr.org/Search/Details/1360
Submission date;20 Jun 2005;https://juris.ohchr.org/Search/Details/1360
Date of adoption of the Views;26 Oct 2007;https://juris.ohchr.org/Search/Details/1360
Session No;91;https://juris.ohchr.org/Search/Details/1360
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1360
Comment;;https://juris.ohchr.org/Search/Details/1360
Issues;admissibility - exhaustion of domestic remedieseffective remedysecurity of persontorture;https://juris.ohchr.org/Search/Details/1360
Articles;CCPR-2-3CCPR-7CCPR-9-1CCPR-OP-2CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1360
Committee;CCPR;https://juris.ohchr.org/Search/Details/1361
Communication number(s);1516/2006,;https://juris.ohchr.org/Search/Details/1361
Author;Herbert Schmidl;https://juris.ohchr.org/Search/Details/1361
Display name;Schmidl;https://juris.ohchr.org/Search/Details/1361
Victim;Herbert Schmidl;https://juris.ohchr.org/Search/Details/1361
Countries;Czech RepublicGermany;https://juris.ohchr.org/Search/Details/1361
Date of admissibility;31 Oct 2007;https://juris.ohchr.org/Search/Details/1361
Submission date;04 Jan 2002;https://juris.ohchr.org/Search/Details/1361
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1361
Session No;91;https://juris.ohchr.org/Search/Details/1361
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1361
Comment;;https://juris.ohchr.org/Search/Details/1361
Issues;discriminationdiscrimination on the ground of national, ethnic or social originminorities;https://juris.ohchr.org/Search/Details/1361
Articles;CCPR-26CCPR-OP-2;https://juris.ohchr.org/Search/Details/1361
Committee;CCPR;https://juris.ohchr.org/Search/Details/1362
Communication number(s);1143/2002,;https://juris.ohchr.org/Search/Details/1362
Author;Farag El Dernawi;https://juris.ohchr.org/Search/Details/1362
Display name;El Dernawi;https://juris.ohchr.org/Search/Details/1362
Victim;Farag El Dernawi, his wife, Salwa Faris, and their six children, Abdelmenem, Abdelrahman, Abdallah, Abdoalmalek, Salma and Gahlia;https://juris.ohchr.org/Search/Details/1362
Countries;Libya;https://juris.ohchr.org/Search/Details/1362
Date of admissibility;20 Jul 2007;https://juris.ohchr.org/Search/Details/1362
Submission date;15 Aug 2002;https://juris.ohchr.org/Search/Details/1362
Date of adoption of the Views;20 Jul 2007;https://juris.ohchr.org/Search/Details/1362
Session No;90;https://juris.ohchr.org/Search/Details/1362
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1362
Comment;;https://juris.ohchr.org/Search/Details/1362
Issues;admissibility - exhaustion of domestic remedieschildren rightsfamily rightsfreedom of movementfreedom of movement - own countrylimitations of rightsrefugee statusrestrictions of rights;https://juris.ohchr.org/Search/Details/1362
Articles;CCPR-12-2CCPR-12-3CCPR-17-1CCPR-23-1CCPR-24-1CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1362
Committee;CCPR;https://juris.ohchr.org/Search/Details/1363
Communication number(s);1173/2003,;https://juris.ohchr.org/Search/Details/1363
Author;Abdelhamid Benhadj;https://juris.ohchr.org/Search/Details/1363
Display name;Benhadj;https://juris.ohchr.org/Search/Details/1363
Victim;Abdelhamid Benhadj;https://juris.ohchr.org/Search/Details/1363
Countries;Algeria;https://juris.ohchr.org/Search/Details/1363
Date of admissibility;20 Jul 2007;https://juris.ohchr.org/Search/Details/1363
Submission date;31 Mar 2003;https://juris.ohchr.org/Search/Details/1363
Date of adoption of the Views;20 Jul 2007;https://juris.ohchr.org/Search/Details/1363
Session No;90;https://juris.ohchr.org/Search/Details/1363
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1363
Comment;Two Committee members submitted an individual dissenting opinion.;https://juris.ohchr.org/Search/Details/1363
Issues;competent, independent and impartial tribunalcruel, inhuman or degrading treatment or punishmentfair trialfair trial - right to be tried in ones presence freedom of expressionfreedom of movementhuman dignityindividual communications procedurelegal assistance;https://juris.ohchr.org/Search/Details/1363
Articles;CCPR-10-1CCPR-12CCPR-14-1CCPR-14-3-dCCPR-19-2CCPR-7CCPR-9-4CCPR-OP-2;https://juris.ohchr.org/Search/Details/1363
Committee;CCPR;https://juris.ohchr.org/Search/Details/1364
Communication number(s);1782/2008,;https://juris.ohchr.org/Search/Details/1364
Author;Tahar Mohamed Aboufaied;https://juris.ohchr.org/Search/Details/1364
Display name;Aboufaied;https://juris.ohchr.org/Search/Details/1364
Victim;Idriss Aboufaied and Juma Aboufaied;https://juris.ohchr.org/Search/Details/1364
Countries;Libya;https://juris.ohchr.org/Search/Details/1364
Date of admissibility;;https://juris.ohchr.org/Search/Details/1364
Submission date;05 Apr 2008;https://juris.ohchr.org/Search/Details/1364
Date of adoption of the Views;21 Mar 2012;https://juris.ohchr.org/Search/Details/1364
Session No;104;https://juris.ohchr.org/Search/Details/1364
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1364
Comment;The texts of four individual opinions by Committee members Ms. Christine Chanet jointly with Mr. Cornelis Flinterman, Sir Nigel Rodley, Mr. Walter Kaelin and Mr. Fabían Omar Salvioli are appended to the text of the present Views;https://juris.ohchr.org/Search/Details/1364
Issues;;https://juris.ohchr.org/Search/Details/1364
Articles;;https://juris.ohchr.org/Search/Details/1364
Committee;CCPR;https://juris.ohchr.org/Search/Details/1365
Communication number(s);1744/2007,;https://juris.ohchr.org/Search/Details/1365
Author;Devianand Narrain et al.;https://juris.ohchr.org/Search/Details/1365
Display name;Narrain et al.;https://juris.ohchr.org/Search/Details/1365
Victim;Devianand Narrain et al.;https://juris.ohchr.org/Search/Details/1365
Countries;Mauritius;https://juris.ohchr.org/Search/Details/1365
Date of admissibility;06 Oct 2009;https://juris.ohchr.org/Search/Details/1365
Submission date;16 Nov 2007;https://juris.ohchr.org/Search/Details/1365
Date of adoption of the Views;27 Jul 2012;https://juris.ohchr.org/Search/Details/1365
Session No;105;https://juris.ohchr.org/Search/Details/1365
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1365
Comment;;https://juris.ohchr.org/Search/Details/1365
Issues;;https://juris.ohchr.org/Search/Details/1365
Articles;;https://juris.ohchr.org/Search/Details/1365
Committee;CCPR;https://juris.ohchr.org/Search/Details/1366
Communication number(s);1295/2004,;https://juris.ohchr.org/Search/Details/1366
Author;Farag Mohammed El Alwani;https://juris.ohchr.org/Search/Details/1366
Display name;El Alwani;https://juris.ohchr.org/Search/Details/1366
Victim;Farag Mohammed El Alwani and his brother, Ibrahim Mohammed El Alwani (deceased);https://juris.ohchr.org/Search/Details/1366
Countries;Libya;https://juris.ohchr.org/Search/Details/1366
Date of admissibility;;https://juris.ohchr.org/Search/Details/1366
Submission date;26 May 2004;https://juris.ohchr.org/Search/Details/1366
Date of adoption of the Views;11 Jul 2006;https://juris.ohchr.org/Search/Details/1366
Session No;90;https://juris.ohchr.org/Search/Details/1366
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1366
Comment;;https://juris.ohchr.org/Search/Details/1366
Issues;arbitrary arrest - detentioncruel, inhuman or degrading treatment or punishmenteffective remedyfair trialliberty of personpre-trial detentionpromptly brought before a judgeright to lifetorture;https://juris.ohchr.org/Search/Details/1366
Articles;CCPR-2-3CCPR-6-1CCPR-7CCPR-9-1CCPR-9-2CCPR-9-3CCPR-9-4;https://juris.ohchr.org/Search/Details/1366
Committee;CCPR;https://juris.ohchr.org/Search/Details/1367
Communication number(s);1327/2004,;https://juris.ohchr.org/Search/Details/1367
Author;Messaouda Grioua, née Atamna;https://juris.ohchr.org/Search/Details/1367
Display name;Grioua;https://juris.ohchr.org/Search/Details/1367
Victim;Mohamed Grioua (the author's son) and Messaouda Grioua, née Atamna;https://juris.ohchr.org/Search/Details/1367
Countries;Algeria;https://juris.ohchr.org/Search/Details/1367
Date of admissibility;10 Jul 2007;https://juris.ohchr.org/Search/Details/1367
Submission date;07 Oct 2004;https://juris.ohchr.org/Search/Details/1367
Date of adoption of the Views;10 Jul 2007;https://juris.ohchr.org/Search/Details/1367
Session No;90;https://juris.ohchr.org/Search/Details/1367
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1367
Comment;;https://juris.ohchr.org/Search/Details/1367
Issues;arbitrary arrest - detentioncruel, inhuman or degrading treatment or punishmenteffective remedyfair trialliberty of personpre-trial detentionpromptly brought before a judgerecognition as a person before the lawtorture;https://juris.ohchr.org/Search/Details/1367
Articles;CCPR-16CCPR-2-3CCPR-7CCPR-9-1CCPR-9-3CCPR-9-4;https://juris.ohchr.org/Search/Details/1367
Committee;CCPR;https://juris.ohchr.org/Search/Details/1368
Communication number(s);1347/2005,;https://juris.ohchr.org/Search/Details/1368
Author;Lucy Dudko;https://juris.ohchr.org/Search/Details/1368
Display name;Dudko;https://juris.ohchr.org/Search/Details/1368
Victim;Lucy Dudko;https://juris.ohchr.org/Search/Details/1368
Countries;Australia;https://juris.ohchr.org/Search/Details/1368
Date of admissibility;23 Jul 2007;https://juris.ohchr.org/Search/Details/1368
Submission date;01 Jun 2004;https://juris.ohchr.org/Search/Details/1368
Date of adoption of the Views;23 Jul 2007;https://juris.ohchr.org/Search/Details/1368
Session No;90;https://juris.ohchr.org/Search/Details/1368
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1368
Comment;Pursuant to rule 90 of the Committee's rules of procedure, Committee member Mr. Ivan Shearer did not participate in adoption of the Committee's decision.;https://juris.ohchr.org/Search/Details/1368
Issues;accused persons / convicted personsadmissibility - exhaustion of domestic remediesequality before the courts and tribunalsfair trialfair trial - undue delay;https://juris.ohchr.org/Search/Details/1368
Articles;CCPR-14-1CCPR-14-3-cCCPR-OP-2CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1368
Committee;CCPR;https://juris.ohchr.org/Search/Details/1369
Communication number(s);1497/2006,;https://juris.ohchr.org/Search/Details/1369
Author;Richard Preiss;https://juris.ohchr.org/Search/Details/1369
Display name;Preiss;https://juris.ohchr.org/Search/Details/1369
Victim;Richard Preiss;https://juris.ohchr.org/Search/Details/1369
Countries;Czech Republic;https://juris.ohchr.org/Search/Details/1369
Date of admissibility;17 Jul 2008;https://juris.ohchr.org/Search/Details/1369
Submission date;22 Mar 2006;https://juris.ohchr.org/Search/Details/1369
Date of adoption of the Views;17 Jul 2008;https://juris.ohchr.org/Search/Details/1369
Session No;93;https://juris.ohchr.org/Search/Details/1369
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1369
Comment;;https://juris.ohchr.org/Search/Details/1369
Issues;abuse of the right of submissionadmissibility - exhaustion of domestic remediesdiscriminationdiscrimination on the ground of nationalityeffective remedyequality before the lawnationalityobjective and reasonable justification;https://juris.ohchr.org/Search/Details/1369
Articles;CCPR-26CCPR-OP-3CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1369
Committee;CCPR;https://juris.ohchr.org/Search/Details/1370
Communication number(s);1439/2005,;https://juris.ohchr.org/Search/Details/1370
Author;Sid Ahmed Aber;https://juris.ohchr.org/Search/Details/1370
Display name;Aber;https://juris.ohchr.org/Search/Details/1370
Victim;Sid Ahmed Aber, Abdelkader Aber (author's father) and Zina Aber (author's sister);https://juris.ohchr.org/Search/Details/1370
Countries;Algeria;https://juris.ohchr.org/Search/Details/1370
Date of admissibility;13 Jul 2007;https://juris.ohchr.org/Search/Details/1370
Submission date;24 May 2005;https://juris.ohchr.org/Search/Details/1370
Date of adoption of the Views;13 Jul 2007;https://juris.ohchr.org/Search/Details/1370
Session No;90;https://juris.ohchr.org/Search/Details/1370
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1370
Comment;;https://juris.ohchr.org/Search/Details/1370
Issues;arbitrary arrest - detentioncruel, inhuman or degrading treatment or punishmenteffective remedyhuman dignityliberty of personpre-trial detentionpromptly brought before a judgerecognition as a person before the lawsecurity of persontorture;https://juris.ohchr.org/Search/Details/1370
Articles;CCPR-10-1CCPR-16CCPR-2-3CCPR-7CCPR-9-1CCPR-9-3CCPR-OP-2;https://juris.ohchr.org/Search/Details/1370
Committee;CCPR;https://juris.ohchr.org/Search/Details/1371
Communication number(s);1223/2003,;https://juris.ohchr.org/Search/Details/1371
Author;Vjatseslav Tsarjov;https://juris.ohchr.org/Search/Details/1371
Display name;Tsarjov;https://juris.ohchr.org/Search/Details/1371
Victim;Vjatseslav Tsarjov;https://juris.ohchr.org/Search/Details/1371
Countries;Estonia;https://juris.ohchr.org/Search/Details/1371
Date of admissibility;26 Oct 2007;https://juris.ohchr.org/Search/Details/1371
Submission date;14 Aug 2003;https://juris.ohchr.org/Search/Details/1371
Date of adoption of the Views;26 Oct 2007;https://juris.ohchr.org/Search/Details/1371
Session No;91;https://juris.ohchr.org/Search/Details/1371
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1371
Comment;;https://juris.ohchr.org/Search/Details/1371
Issues;abuse of the right of submissionadmissibility - exhaustion of domestic remediesdiscriminationdiscrimination on the ground of other statuslimitations of rightsnationalityobjective and reasonable justification;https://juris.ohchr.org/Search/Details/1371
Articles;CCPR-2-1CCPR-26CCPR-OP-3CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1371
Committee;CCPR;https://juris.ohchr.org/Search/Details/1372
Communication number(s);1419/2005,;https://juris.ohchr.org/Search/Details/1372
Author;Francesco de Lorenzo;https://juris.ohchr.org/Search/Details/1372
Display name;de Lorenzo;https://juris.ohchr.org/Search/Details/1372
Victim;Francesco de Lorenzo;https://juris.ohchr.org/Search/Details/1372
Countries;Italy;https://juris.ohchr.org/Search/Details/1372
Date of admissibility;24 Jul 2007;https://juris.ohchr.org/Search/Details/1372
Submission date;01 Feb 2005;https://juris.ohchr.org/Search/Details/1372
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1372
Session No;90;https://juris.ohchr.org/Search/Details/1372
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1372
Comment;;https://juris.ohchr.org/Search/Details/1372
Issues;admissibility - ratione materiaeadmissibility - same matter criminal chargescriminal offencediscrimination;https://juris.ohchr.org/Search/Details/1372
Articles;CCPR-14-1CCPR-26CCPR-OP-2CCPR-OP-3CCPR-OP-5-2-a;https://juris.ohchr.org/Search/Details/1372
Committee;CCPR;https://juris.ohchr.org/Search/Details/1374
Communication number(s);1533/2006,;https://juris.ohchr.org/Search/Details/1374
Author;Zdenek and Milada Ondracka;https://juris.ohchr.org/Search/Details/1374
Display name;Ondracka;https://juris.ohchr.org/Search/Details/1374
Victim;Zdenek and Milada Ondracka;https://juris.ohchr.org/Search/Details/1374
Countries;Czech Republic;https://juris.ohchr.org/Search/Details/1374
Date of admissibility;31 Oct 2007;https://juris.ohchr.org/Search/Details/1374
Submission date;17 Apr 2006;https://juris.ohchr.org/Search/Details/1374
Date of adoption of the Views;31 Oct 2007;https://juris.ohchr.org/Search/Details/1374
Session No;91;https://juris.ohchr.org/Search/Details/1374
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1374
Comment;Dissenting opinion signed by Committee member Mr. Abdelfattah Amor is appended to the text of the Views;https://juris.ohchr.org/Search/Details/1374
Issues;abuse of the right of submissionadmissibility - exhaustion of domestic remediesdiscriminationdiscrimination on the ground of nationalityeffective remedyequality before the lawnationalityobjective and reasonable justification;https://juris.ohchr.org/Search/Details/1374
Articles;CCPR-26CCPR-OP-3CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1374
Committee;CCPR;https://juris.ohchr.org/Search/Details/1375
Communication number(s);1306/2004,;https://juris.ohchr.org/Search/Details/1375
Author;Erlingur Sveinn Haraldsson and Örn Snævar Sveinsson;https://juris.ohchr.org/Search/Details/1375
Display name;Haraldsson and Sveinsson;https://juris.ohchr.org/Search/Details/1375
Victim;Erlingur Sveinn Haraldsson and Örn Snævar Sveinsson;https://juris.ohchr.org/Search/Details/1375
Countries;Iceland;https://juris.ohchr.org/Search/Details/1375
Date of admissibility;05 Jul 2006;https://juris.ohchr.org/Search/Details/1375
Submission date;15 Sep 2003;https://juris.ohchr.org/Search/Details/1375
Date of adoption of the Views;24 Oct 2007;https://juris.ohchr.org/Search/Details/1375
Session No;91;https://juris.ohchr.org/Search/Details/1375
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1375
Comment;Four dissenting opinions signed by Committee members, Ms. Elisabeth Palm, Mr. Ivan Shearer, Ms. Iulia Antoanella Motoc, Sir Nigel Rodley, Mr. Yuji Iwasawa and Ms. Ruth Wedgwood are appended to the Views;https://juris.ohchr.org/Search/Details/1375
Issues;admissibility - exhaustion of domestic remediesadmissibility - victim statusdiscriminationdiscrimination on the ground of other statuseffective remedy;https://juris.ohchr.org/Search/Details/1375
Articles;CCPR-26CCPR-OP-1CCPR-OP-5-2-b;https://juris.ohchr.org/Search/Details/1375
Committee;CCPR;https://juris.ohchr.org/Search/Details/1376
Communication number(s);1492/2006,;https://juris.ohchr.org/Search/Details/1376
Author;Ronald van der Plaat;https://juris.ohchr.org/Search/Details/1376
Display name;van der Plaat;https://juris.ohchr.org/Search/Details/1376
Victim;Ronald van der Plaat;https://juris.ohchr.org/Search/Details/1376
Countries;New Zealand;https://juris.ohchr.org/Search/Details/1376
Date of admissibility;22 Jul 2008;https://juris.ohchr.org/Search/Details/1376
Submission date;07 Apr 2006;https://juris.ohchr.org/Search/Details/1376
Date of adoption of the Views;;https://juris.ohchr.org/Search/Details/1376
Session No;93;https://juris.ohchr.org/Search/Details/1376
Type of decision;Inadmissibility decision;https://juris.ohchr.org/Search/Details/1376
Comment;;https://juris.ohchr.org/Search/Details/1376
Issues;accused persons / convicted personsadmissibility - victim statusdiscriminationdiscrimination on the ground of other statusfair triallighter penalty / sentence;https://juris.ohchr.org/Search/Details/1376
Articles;CCPR-15-1CCPR-26CCPR-OP-1;https://juris.ohchr.org/Search/Details/1376
Committee;CCPR;https://juris.ohchr.org/Search/Details/1377
Communication number(s);1423/2005,;https://juris.ohchr.org/Search/Details/1377
Author;Gennadi Sipin;https://juris.ohchr.org/Search/Details/1377
Display name;Sipin;https://juris.ohchr.org/Search/Details/1377
Victim;Gennadi Sipin;https://juris.ohchr.org/Search/Details/1377
Countries;EstoniaRussian Federation;https://juris.ohchr.org/Search/Details/1377
Date of admissibility;09 Jul 2008;https://juris.ohchr.org/Search/Details/1377
Submission date;18 Jul 2005;https://juris.ohchr.org/Search/Details/1377
Date of adoption of the Views;09 Jul 2008;https://juris.ohchr.org/Search/Details/1377
Session No;93;https://juris.ohchr.org/Search/Details/1377
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/1377
